website,brand,title,content
glamour,dior,Natalie Portman Revived One of the Most Famous Dior Gowns of All Time on the Cannes Carpet,"The 76th Cannes Film Festival has already delivered a slew of breathtaking red-carpet looks, including Elle Fanning's Alexander McQueen ""dress of dreams"" for the opening ceremony and Naomi Campbell's crimson Valentino gown with a pink feathered cape at the Killers of the Flower Moon screening. However, Natalie Portman's arrival at the May December premiere in a glittering custom Dior number that's an ode to a museum piece really captivated die-hard fashion enthusiasts.  The actor's ivory strapless gown—meticulously adorned with ornate beading and featuring a layered skirt reminiscent of a fan of eyeless peacock feathers—is inspired by the Junon dress that Christian Dior himself created for his 1949–1950 autumn-winter collection (named after the Roman goddess, who was wife to Jupiter and patron goddess of Rome). Although it's not currently on display, the original dress is a part of The Metropolitan Museum of Art's Costume Institute collection.  The original Junon gown, on display at the Metropolitan Museum of Art.  While Portman's look—which was dreamt up by Dior's current creative director, Maria Grazia Chiuri—pays homage to the legendary piece, the construction and fabrication of the garment are not identical to the original. This has divided the internet's style watchers, with some praising the reference (""This is insane,"" asserts fashion Twitter account @SaintDoII), and others, like Cherie Balch of Shrimpton Couture, suggesting that certain historic gowns just shouldn't be recreated. (Naturally, the vintage expert advocates for true archive over recreations on the red carpet.)  ""Natalie looked stunning, and her place as a long time ambassador of the house certainly justifies remaking this gown,"" Balch noted on Instagram. ""But, for me, the reproduction pales in comparison—the line is not quite right, the embellishment is less, and the movement didn't have the ease and beauty of the original.""  The dress has been referenced on numerous occasions in the past at Dior, as well as by other design houses. Some of the most notable moments include dresses from John Galliano's spring 2010 haute couture and Grazia Chiuri's spring 2017 haute couture collections at Dior, as well as Zuhair Murad's bespoke scalloped number for British Vogue's June cover star, Miley Cyrus, which she wore to the 2009 Oscars.  This article first appeared on British Vogue.  "
glamour,dior,Jennifer Lawrence Gracefully Recovered After Her Belt Snapped Mid-Speech,"Jennifer Lawrence is known not only for her acting prowess, but also for her light-hearted sense of humor. She's also recognized for her effortlessly chic personal style, which leans heavily on pieces from her favorite luxury brand, The Row (she also happens to be friends with its co-creative directors, Ashley and Mary-Kate Olsen). But when it comes to her appearances on the red carpet, she frequently turns to Dior, thanks to her long-standing ambassadorship. For her most recent appearance, she delivered a laugh-out-loud speech while wearing a sleek outfit by the brand.  During this week's Saks Fifth Avenue and Dior holiday lighting ceremony in New York City, the Hunger Games actor wore a monochromatic ensemble that was, naturally, head-to-toe Dior. Her look included a white button-up shirt, a single-breasted black overcoat cinched at the waist with a skinny belt (more on that below), a pleated black midiskirt, knee-high black velvet boots, and a smart black headband to elegantly secure her hair. To perfect her festive outfit, she accessorized with diamond earrings and a silver chain-link bracelet.  The moment when her belt unexpectedly flew off her waist.  While delivering her speech, there was a brief wardrobe mishap as the star's belt unexpectedly snapped off her waist. However, she handled the situation with professionalism and continued without a hitch. This incident harks back to her 2013 Oscars incident when she stumbled on the stairs wearing a Dior ballgown before accepting her best actress award. We love it when celebrities experience down-to-earth moments—especially when they're dressed in high-fashion attire, just like Jennifer Lawrence.  This article first appeared on British Vogue. "
glamour,versace,Gigi Hadid and Kendall Jenner Led the Supermodel Bonanza at Versace,"As Donatella Versace took her brand's autumn-winter 2023 show to Los Angeles, A-listers and international editors flocked to the West Coast to witness the most seductive of fashions in the flesh. While there were numerous stars on the front row—like Cher, Miley Cyrus, Dua Lipa, Lil Nas X, Paris Hilton, and Anne Hathaway, to name a few—the runway was, naturally, awash with supermodels, both legendary and new-era.   Naomi Campbell at Versace's autumn-winter 2023 show in Los Angeles  Gigi Hadid, who's made headlines recently as the host of Netflix's Next in Fashion second season, opened the show at the Pacific Design Center in West Hollywood wearing a black razor-sharp skirt suit, black leather gloves, stilettos, and a holdall bag (she later wore a breathtaking low-slung gown with sheer corset panels). Elsewhere, Naomi Campbell turned heads as she sashayed in a halter dress, while Emily Ratajkowski delivered optimum femme fatale in a waist-cinching midi slip and leather gloves. To finish it all off, Kendall Jenner closed the show wearing a crystal-embellished minidress with a voluminous capelet and bejeweled neckline.  Emily Ratajkowski at Versace's autumn-winter 2023 show in Los Angeles  Kendall Jenner closes Versace's autumn-winter 2023 show in Los Angeles  Other mega model moments included Adut Akech, Liu Wen, Mariacarla Boscono, Anok Yai, Imaan Hammam, Irina Shayk, and Vittoria Ceretti. It's safe to say that, wherever it may take place in the world, there wouldn't be a Versace show without a swarm of It girls commanding the runway.  This article first appeared on British Vogue. "
glamour,versace,Anne Hathaway Continues Her Bombshell Streak at Versace’s LA Show,"Celebrities like Anne Hathaway were out in full force at Versace's autumn-winter 2023 show in Los Angeles on March 9, despite the last-minute decision to bring it forward by a day due to the weather forecast. Naomi Campbell led a starry supermodel cast on the runway, while Lil Nas X, Miley Cyrus, Ariana DeBose, Elton John, and Dua Lipa lined the front row.   Hathaway, meanwhile, delivered yet another bombshell moment at the event, wearing a croc-embossed minidress, tights, platform boots and sunglasses from Versace, accessorized with Bulgari jewelry.   On the same day, she headed to the Taglyan Complex for the Hollywood Beauty Awards, and picked another Versace LBD to wear on the red carpet. Hathaway opted for a sculpted maxidress that featured a corseted bodice and spiked neckline, stamped with Versace's signature gold Medusa motifs on the straps.   The actor wore another Versace look on the red carpet later that day.   It's the black bralette underneath for me.  By Alexis Gaskin  The actor's two Versace outings succeed a string of head-turning outfits she's worn of late, including the sheer Valentino gown and hooded Alaïa look she wore at the Berlin Film Festival last month. According to Anne Hathaway's stylist, Erin Walsh, the actor's radiant ""glow"" brings her looks to life. ""That doesn't just come from clothes,"" Walsh previously told British Vogue. ""It comes through stepping into your potential and embracing possibility.""    This article first appeared on British Vogue.  "
glamour,versace,Emily Ratajkowski’s Vintage Versace Dress Was Worn by Another It Girl 21 Years Ago,"After her ethereal turn in Tory Burch on the red carpet at the Met Gala, Emily Ratajkowski wore not one but two additional looks to the after-party she hosted with stylist Carlos Nazario, model Paloma Elsesser, Luar designer Raul Lopez, and photographer Renell Medrano.  This content can also be viewed on the site it originates from.  For the initial celebrations, Ratajkowski wore a sheer corseted custom look by Dilara Findikoglu, complete with a pearly, Chanel-inspired belt that read ""EmRata."" But it's her second look—a purple sequined Versace minidress sourced from Archive Vintage—that has created the most buzz on social media.  Emily Ratajkowski wore a vintage Versace dress for the Met Gala after-party she hosted.  Chloë Sevigny wore the same Versace dress in 2002.  The look in question, from Versace's spring-summer 2002 show, was worn by another It girl some 21 years earlier. Chloë Sevigny wore the same dress at the Versace Couture launch party at the Ritz Paris in July 2002—months after its debut on the runway—and shared a throwback picture of herself in the dress on her Instagram Stories, shortly after Ratajkowski posted her look online. Sevigny styled the dress with a very 2002 accessory: a chunky layered necklace.   Emily Ratajkowski has championed vintage Versace before. She wore a look from the Atelier Versace spring-summer 1992 collection to last year's Met, originally modeled by Yasmeen Ghauri on the runway. Besides Versace, her growing vintage wardrobe also includes archive pieces from Chanel, Armani, and Dior.  This article first appeared on British Vogue.  "
glamour,versace,Irina Shayk Is a Bombshell in a Rare Vintage Versace Slip,"On and off the red carpet, stars and their stylists are now favoring archive pieces over fresh-off-the-runway looks—and Irina Shayk is no exception.   Whether it's Zendaya wearing an autumn-winter 1998 Bob Mackie gown for the Time 100 Gala or Miley Cyrus on the cover of British Vogue in a Prada set from the spring-summer 2009 collection, we have never seen such a spotlight on vintage fashion as we have so far in 2023. Shayk recently gave us a fashion history lesson, wearing a rare archive Versace slip dress.  Over the weekend while still in Cannes, the model shared a series of images on her Instagram account wearing a metallic seafoam blue bias-cut slip dress with sheer paneling down one side; the dress is from Versace's spring-summer 1995 collection. Supermodel Linda Evangelista happened to walk the runway in this dress at the show in the '90s. Shayk completed the look with silver strappy sandals and gold statement earrings, which is perfectly in keeping with the high-shine finish of the dress.  Irina Shayk in the spring-summer 1995 dress  Linda Evangelista walking the Versace spring-summer 1995 show  This isn't the only time Shayk has wowed in Versace on her trip to the South of France this month. Last week in Cannes, she attended a Magnum beach party wearing a baby pink skirt suit with a black bralette from Versace's autumn-winter 2023 show, which had taken place in Los Angeles earlier in the year.  In Versace autumn-winter 2023  Walking Versace's pre-fall 2023 show  By the end of the week, the model commanded the runway at the Versace pre-fall 2023 (which was co-designed with pop sensation Dua Lipa) show in a black off-the-shoulder long-sleeve mididress that looked modest at the front but had a dangerously low back, which dipped to reveal a thong emblazoned with a gold Versace logo.  Irina Shayk is a Versace girl through and through.  This article first appeared on British Vogue. "
elle,louis vuitton,Pharrell Williams Is Louis Vuitton's New Creative Director,"After much speculation, Louis Vuitton has announced its next men's creative director: musician and producer Pharrell Williams.  The French luxury house shared the news today, adding that Williams' first collection will debut during men's fashion week in Paris this June. It doesn't come as a complete surprise as Williams has worked on collaborations with the brand dating back to 2004.   ""I am glad to welcome Pharrell back home,"" said Pietro Beccari, Louis Vuitton's chairman and CEO, in a press release.   The last person to hold the title was the legendary Virgil Abloh of Off-White fame. He served as Louis Vuitton's men's creative director until November 2021, when his death shook the fashion industry.   For the past two decades, Williams has been known for his creativity and style. Aside from hit songs like ""Happy"" and his Daft Punk collaboration ""Get Lucky,"" he has made space for himself in the beauty and fashion realms. He started his own skincare brand, Humanrace, in 2020 and is a long-time collaborator with Adidas and Tiffany & Co.  "
elle,louis vuitton,Louis Vuitton Goes Baroque on Isola Bella for Cruise 2024,"One of the greatest tales of transformation is the story of a mermaid going from sea to land, turning into a human and experiencing what goes on above the water's surface. The Little Mermaid—and the live-action remake of the 1989 Disney classic hitting theaters tomorrow—was perhaps top of mind for Louis Vuitton creative director Nicolas Ghesquière, along with Venetian Baroque balls, sea nymphs, and even Stanley Kubrick's Eyes Wide Shut, as he set sail yet again for the brand's cruise 2024 show.   The opulent setting this time around was Isola Bella, a tiny, majestic island situated in the middle of Lake Maggiore in northern Italy, and has been in the Borromeo family for centuries, replete with 10 gardens and a massive palace. Against the backdrop of the verdant blue water, the show took over the entire island to tell the tale of creatures of land, sea, and, it goes without saying, beauty.   Those familiar with Ghesquière know that the designer has been an avid user of neoprene and scuba materials for over two decades, including his iconic work for Balenciaga and several instances during his tenure at Louis Vuitton. This season took it to the next level, with trompe l'œil water droplets and scales printed on scuba tops, jackets, and one-piece scuba swimsuits juxtaposed with linen opera coats.   The wonders of the sea continued to strike a balance against earthly pleasures with hypnotic fish scale skirts paired with cropped jackets and massive encrusted feather and metal headpieces. Gorgeous beaded dresses bore a striking resemblance to stained glass windows, draped just so over the body. Elsewhere, colorblocked minidresses, one of Ghesquière's staples, were layered, ruched, and bunched to perfection, never once losing their technical rigor or excitement. Paired with masquerade masks in metallic finishes, they looked like lost relics from a Venetian ball, brought into the future.   As the show progressed, tulle started frothing like waves from sleeves and hips, and the beading became more intricate, reflecting the raindrops that fell on the island during the show like lost pearls turning on the sea floor. The finale parade, in a rainbow of pastel hues, completed the transformation from sea to earth, with mermaid dresses in delicate silks and brocades ribbon-lined on the bias, almost giving the effect of Ariel herself emerging from the sea for the first time. For just a moment, sea and earth, hard and soft, human and animal all converged and blended for a presentation that honored the rich Baroque history of the island while conveying hard-won romance that is sure to delight any die-hard fans of Louis Vuitton—or The Little Mermaid.   "
elle,louis vuitton,Miranda Kerr Is the Face of Louis Vuitton's Pacific Chill Perfume,"Miranda Kerr is a woman who wears many hats. To the public, she's the veteran Australian supermodel who rose to fame waltzing down Victoria's Secret runways as an Angel. Beauty obsessives know her as the CEO of KORA Organics—a skin care brand that channels the uplifting energy of nature into products formulated to nourish from head-to-toe. To her three sons, she's a mother who dedicates every minute of her day to ensure they're cared for, and quells any storm—even the after-school rush—ahead of an interview. ""My son just came home from school and is calling for ‘mommy,' so I had to get him all settled,"" she tells me over Zoom as she gets ready to start our interview.  With an impressive array of titles to her name, Kerr embraces the unpredictability of each day, and her commitment to wellness underpins every project she touches. To realign and recharge her own sense of ""chill,"" she seizes every opportunity to indulge in self-care, whether it's embarking on a family hike, engaging in early-morning meditation, or practicing yoga. ""I love health and wellness, and learning ways to nourish the mind, body, and spirit. For me, I always want to be the best partner, the best mother, and the best boss,"" she affirms. Or, a refreshing spritz of her new fragrance: Louis Vuitton's Pacific Chill.   Today, Kerr throws another proverbial hat in the ring as the face of Louis Vuitton's new Pacific Chill eau de parfum,  the latest addition to LV's California-inspired scents under master perfumer Jacques Cavallier-Belletrud and L.A. artist Alex Israel's fragrance bromance. Where Spell on You and City of Stars twirled around in gardens, Pacific Chill returns to the sea. A comforting blanket of citrus notes burst after the first spritz and slowly shifts to the background to make room for the chill: mint and basil. Blackcurrant rounds out the scent composition, which feels a lot like a tangy mojito on a beach—or, the fruit detox juice Belletrud had that spawned the idea of the perfume in the first place. ""It has a little squeeze of lemon and some fresh herbs that smell like an invigorating summer's day,"" Kerr says.   Here, Kerr tells us about fronting Louis Vuitton's new campaign, prioritizing self-care, and the best-smelling person she knows.   I love how Pacific Chill has this refreshing, uplifting aroma. The whole concept is all about inspiring the senses to get you into that serene mode, the energizing force of the ocean, and connecting the body and the spirit to bring about that sense of well-being. Scents evoke so many feelings within all of us. And this one really does make you feel like you're by the ocean.  One of my first memories with fragrance was watching my mom getting ready by her dressing table. It has so many beautiful bottles of different fragrances, and she had a couple of pieces of costume jewelry there. My cousin and I would sit there and play around with those little bottles and pretend that we were little ladies getting ready to go out. I remember we gave each fragrance bottle its own little story. From the moment you experience smelling the bottle, it opened up its own world and story.  The story here is about being on the ocean on the California Coast. The artwork was inspired by [L.A. artist] Alex Israel, and his favorite place, the Pacific Palisades hike, with that beautiful view of the ocean. Pacific Chill is all about the outdoors, prioritizing wellness and health, and the beauty of nature.  My relationship with fragrance has evolved over the years. I remember smelling my first gardenia in the garden at my grandparents' house. Actually, there was a rose bush there that my grandpa had planted for my grandma. I used to cut the roses off there and give them to my grandma, so my relationship with fragrance started there. Then, my mom also was very much into essential oils. As I got older, I become interested in peppermint aromatherapy, and how that feels very uplifting. Rose has always felt very nurturing to me. There's a different scent for every occasion. Pacific Chill itself is really inspiring to wear for the summertime. What I like to do is either spray a little on my clothes before I wear them, or on the ends of my hair, so you kind of get a little waft when you're walking by. I like that it's not too overpowering and captures wellness in a bottle. So, I guess that's my signature for now.   Probably just going for a walk with my children and my husband. We actually love going on family walks, being out in nature, and having the ocean breeze in our hair. Having a little family picnic is really the perfect day.   If you take time to give back to yourself, then you can give so much more to others. I enjoy exercising six days a week—and that's a mix of yoga, pilates, weight lifting, and running. I really look forward to quality time with my family. We love going on hikes together or just having a picnic outside under the trees in nature. I wake up super early so that I can get my meditation in and a little skin care routine before the kids wake up. Now that I have three kids and a business that I run, I don't read as much as I'd like to, but I do keep books next to my bed so I can read a couple of lines before I go to sleep at the end of the day. Currently, I'm reading How to Talk So Kids Will Listen and Listen So Kids Will Talk.  I love learning about anything to better my relationship with my children, because they teach us a lot as well. I also love crystals. I've always loved crystals—clear quartz and amethyst and citrine. I've just always been really drawn to crystals, the energy they bring, and how they can create more balance in our life. Affirmations are really important, too. If we can check ourselves and try to be kind and gentle with ourselves, then we're so much more kind and gentle with others.    Oh, my babies. That unconditional love that you feel for your child, it's like nothing else.  The ocean.  Apple pie baking in the oven. I do like to bake, yes. My kids love my apple pie.  My husband, of course. He has his own smell. I'm just so attracted to it; it's clean and fresh. It must be the endorphins. Nine years later, [they're] still working. "
elle,louis vuitton,Rihanna's Full Louis Vuitton Men's Campaign Is a Stunning Portrait of Her Pregnancy,"Pharrell Williams and Rihanna just teased her Louis Vuitton men's campaign for its spring/summer 2024 collection earlier this month. The rest of the photos and a gorgeous video, which feature Rihanna modeling Williams' pieces, were released this morning. Check out the footage above.   Shot by Keizō Kitajima and Martine Syms, Rihanna appears carrying William's new take on Louis Vuitton's Speedy bag—one that, per the house's press release, ""is informed by the cosmopolitan nucleus that inspired Pharrell Williams' early education in luxury: Canal Street on Lower Manhattan, New York City.""   The bag, in its bright hues, is the focal point of Rihanna's campaign images.   Rihanna was chosen to front the campaign during her pregnancy as she is ""a symbol of human empowerment and the quintessential everyday icon,"" the house wrote, noting that the images reflect ""the re-contextualization at the core of Pharrell Williams' approach to the Maison.""  This is Williams' first campaign since becoming creative director of Louis Vuitton menswear. His tapping Rihanna hits a personal note, as the pair have been friends and musical collaborators for years.   Williams spoke about Rihanna in November 2020, raving to Allure about her and her work so far on her highly-anticipated ninth album. She previously teased that she was working with Williams and his producing partner, Chad Hugo of The Neptunes and N.E.R.D., in February 2020.  ""Rih is in a different place right now,"" Williams told Allure. ""Like, wow. She's from a different world."" He then joked that she may just be from Venus: ""I'm willing to bet, because Venus is gaseous, that if they had a telescope that could zoom through all that sh*t, you'd see Rih laying there naked."" "
elle,chanel,"If You Like Perfume, Then You'll Love Chanel's New Fragrance Exhibition","You can smell perfume, but you can't see it—or can you? Chanel's newest fragrance exhibition in Paris, Le Grand Numéro de Chanel, allows you to do both. The exhibition features a series of experiences that will tickle the heart of any perfume lover or perfume explorer through a mix of cabaret, live music, art installations, fashion displays from the archives, and virtual reality immersions. (We have a feeling Emily in Paris would definitely be first in line to visit).  In real life, celebrities such as Sadie Sink, Keira Knightley, and Marion Cotillard visited the exhibition. Sink told me, ""In today's world, you can go into a big beauty store and smell 60 different fragrances to try. In this exhibit, you slow down and get to better appreciate every single little detail.""  Case in point: Inside the main room, you can find interpretative dancers twisting and turning with bottles of Chanel N°5 (and even magicians). Head to the smaller break-out rooms, each headlined by a major Chanel fragrance, and you'll experience card games, live-action chess games, and fragrance psychoanalysts who can match you with scents based on your personality. The visuals are all so very TikTok-friendly.   ELLE talked to Chanel's house perfumer Olivier Polge to learn more about the secrets of Chanel N°5, as well as the surprises to be found in the exhibition. You can visit the exhibit in Paris starting now through January 9; make a reservation here.   Don't have very preconceived ideas. Just be yourself and come with your history and personality. Hopefully, you will discover perfumes differently. There are often perfume exhibitions with commercial posters or empty bottles. As we manufacture our perfumes ourselves, we really wanted to have, aside from all those visual aspects, a real experience of scents. In preparing for the exhibition, we tried to figure out which perfumes and which ingredients to show, if any. But we found that the best way to smell perfumes was not to be overexposed to them. We smell better if it's the correct amount of perfumes. It's always dangerous to fragrance the whole room.  Would you be able to smell 70 perfumes, or better to show about 10 that you will remember well?  What surprises me the most, and I saw the exhibition for the first time yesterday, was the space and how big it is. I cannot wait to see the comments from everyone who will visit. People are often very unconscious about all the scents that surround them.   Perfume and fashion were two different worlds, and [Gabrielle] Chanel was the first one to come up with a perfume with her own name. She saw it as a different way to express herself—her personality and her style. My intention is never to tell, or to go too much into the history. Gabrielle's history has been translated into her style. Often, when people ask me, ""Where do you find your inspiration?"" I say, ""This is more a way of being. When you are creative, everything  inspires you."" This is why I prefer to speak about style and history, but it's maybe a little bit the same. When you think about  new scents, it's important that it makes sense and that it resonates somehow to the others.  It would be a pity to ignore that.  We came up with a line, Les Eaux de Chanel, and I liked it very much, because when you think about scents, you always picture someone with a scent, or places. Those are things that anchor scents into your mind. As I was thinking about the scents, I realized that all those destinations evoked images and started to build something in Chanel's style. For example, Chanel went to Venice in the 1920s, and this is probably where she developed a taste for the Venetian art that you see often in certain pieces of jewelry.   The opposite. I have nothing to say. It's difficult to speak about perfumes. Yes, the language of a perfume is scents. They express things. They make a mark on yourself that words will not do. I'm not saying it's better. I think it's interesting to say, because these are things we cannot explain.  If the exhibition could talk, I would hope that it would tell you something you didn't know.  They are so different that it's difficult to see overlaps. Karl was quite passionate about perfumes. The last time I saw him, I was afraid he would speak to me about a perfume I didn't know. He knew every perfume out on the market for the past 50 years. I'm exaggerating a bit, but in his early life, he had worked with or for [Jean] Patou when he was very young, and Patou came up with many, many perfumes. He knew about perfumes that don't exist anymore, so he was quite an expert.  First of all, it's a great perfume,  with an identity that you organize right away. Gabrielle Chanel has said that with N°5, she wanted an artificial perfume—meaning one that doesn't represent exactly the scent of jasmine or a rose, but that is more  abstract [and] probably more mysterious.   There is something about Chanel N°5 that you cannot grasp. I think it's beyond the raw materials. We preserve N°5 with its original raw materials. We even bought certain jasmine fields to make sure that we would have the quantities at the quality we need. On the one side, we are always very careful to preserve N°5 in its original iteration, but also work regularly with new interpretations, to try to bring something new within No°5 as well.  We constantly maintain N°5 as if it was a new perfume, and that helps.  I also like to remember that Gabrielle Chanel herself was the first face of N°5. There was a picture of her in the first commercial. Then, in the 1950s, Marilyn Monroe said that all she would wear at night would be a few drops of N°5. All those things go beyond our planning.   Yes. When I say artificial, I mean abstract—we don't try to do Rose by Chanel or Vetiver by Chanel. We always try to express something else. I would say that about all our perfumes to a certain extent. That is a signature of Chanel fragrance. And the other important thing is this composed aspect—artificial—but that goes all the way to raw materials that are selected or transformed, in the way we extract them. We twist the identity of nature. We are never trying to reproduce nature.  This interview has been lightly edited and condensed for clarity. "
elle,chanel,Blackpink's Jennie Wears a Chanel Band-Aid to Paris Fashion Week After Recent Injury,"The Band-Aid is the new beauty mark—just ask Jennie Kim. Ushering in the era of bandagecore, the Chanel ambassador stepped out at Paris Fashion Week today as a VIP guest for the brand's fall/winter 2023 show. The Blackpink singer caught no shortage of flashbulbs, owing, certainly, to the ivory tweed Chanel jumpsuit she'd slipped into, but a certain adhesive bandage tucked underneath her right eye didn't hurt either. She—or, more likely, some sort of makeup genius—had manipulated the patch into her beauty look, rendering it almost invisible. As Coco Chanel herself once said, ""Adornment, what a science!""  Pairing a smoky, winged eye with peachy foundation and a pale pink lip, Jennie matched the Band-Aid to her exact skin tone, perhaps in an effort to ward off the concerns of her fervent, worried fan base.   On March 3, during a break from Blackpink's world tour, the singer preemptively shared her recent injury with fans, posting on the fan community Weverse: ""I was taking care of my health during the break, eating well, sleeping well, but I tripped while exercising and fell down so I got a bit of a scar on my face ... It's still healing, so I think I'm going to wear a bandage on my face for a while.""   As effortless as the look might appear, Jennie revealed to i-D that the morning's beauty routine had, in fact, taken three hours to pull together, and required immersing her face in an ice bath. For those hoping to mimic the beat—without hours of getting-ready time to spare, and who'd prefer to keep their ice in their drinks—maybe just the Band-Aid will suffice?  "
elle,chanel,Blackpink's Jennie Transforms Into Human Chanel in a White Minidress for Her Met Gala Debut,"Blackpink's Jennie Kim made history headlining Coachella with Rosé, Lisa, and Jisoo, and now, the K-pop star is hitting another milestone: attending her first-ever Met Gala. The Chanel ambassador, dubbed ""human Chanel"" by her fans, arrived at the Met Gala honoring the fashion house's late creative director Karl Lagerfeld. Jennie was naturally decked out in full Chanel, wearing a vintage Chanel white minidress, adorned with a white rose. She accessorized with black tights and heels.  Jennie is having one of her biggest years ever in her career. In addition to her work with Blackpink, she is part of the long-delayed series The Idol, where she'll act alongside Lily-Rose Depp and The Weeknd. The show will be premiering at the Cannes Film Festival.  Jennie spoke to ELLE for its December 2022/January 2023 issue about how she de-stresses amid all that's happening in her career. ""For the past few years, having my close friends, having my family around, and just trying to balance that work life and personal life was very important for me,"" she said. ""Because once you get caught in one life, if that's not balanced, I think that's when everything starts collapsing. I don't think one specific thing could de-stress me because we've got something going on every single moment, but keeping a positive mind, just taking care of your mental health and your body, is definitely something that I do...I meditate, stretch, read, sleep.""  She also revealed that making her acting debut in an American series was not something even she could've anticipated before it happened. ""The thing is, it was definitely not planned,"" she said. ""I've had a dream of acting in the future, as I was doing so many different parts already as an artist, so I've always wondered what it would be like. But the opportunity just came to me so naturally one day. And I just knew that it was something that I would regret if I didn't go for it.""  "
elle,chanel,"Chanel Hits The Gym, Beach, And Red Carpet","The team at Chanel has been busy, to say the least. Between staging the Met's new Costume Institute exhibit honoring Karl Lagerfeld, longtime creative director, dressing a bevy of stars including house ambassadors Penélope Cruz and Blackpink's Jennie for the Met Gala, and opening a brand-spanking-new 30,000 square-foot store in Beverly Hills, the quintessential French brand has been living the American dream this month. For their resort 2024 show, they stayed on the west coast to present a Venice-meets-Left Bank collection that relied less on stereotypical ""Hollywood"" aesthetics and more on capital-f Fun.   Guests including Marion Cotillard, Kristen Stewart, and Margaret Qualley were treated to a staging of epic proportions at Paramount Studios, one that gave a slight nod to Lagerfeld's penchant for dramatic, sweeping sets, yes, in Los Angeles, but also Cuba, China, and of course at the Grand Palais. A typical movie set lot was transformed into a massive roller rink, replete with double Cs and a scoreboard that had a running list of the models, almost announcing them like players on a starting lineup.   Since taking the creative reins in 2019, Virginie Viard has softened the Chanel woman and  embraced femininity. She upped the ante for this show, maybe taking inspiration from Karl's dramatic flair, but definitely taking cues from the laid-back, over-saturated energy of LA in the 70s and 80s. Hair was blown out to epic proportions, harkening back to iconic 90s Chanel shows, and makeup was sun-kissed and minimal, as the Hollywood starlet only needs a swipe of blush and some sunscreen.   The show started out with nary a tweed suit in sight, but rather skin-tight, sexy as can be swimsuits styled to the nines with jewelry, leg-warmers, and sneakers, leaning unapologetically into the Jazzercise craze. Neon-bright prints, ombré metallics and pastels appeared on richly detailed tweeds, lurex bodysuits, and casual shorts fit for lazy beach day. Breezy silks in solid colors were layered under miniskirts, and shiny tracksuits looked like something Jamie Lee Curtis' character in Perfect would have worn after teaching aerobics. The footwear even included block heeled sandals with light-up heels, making sure each girl had a personal spotlight. Every LA girl we know and love, from the Santa Monica skater girl to the Barbie-core Rodeo Drive princess, was present, with Viard casting her net from the PCH to Sunset Boulevard.   It felt like Viard was letting her hair down for the first time, stacking on shiny bangles and plenty of bags, and with them, a brand new attitude entered the room. The typical Hollywood golds and blacks didn't make their way into the collection til the very end, with a more mature ending of wrap dresses and embroidered tweed jumpsuits that didn't sacrifice glamour or camp. We can't help but wonder which saccharine pink and gold palette looks Margot Robbie might wear for her upcoming Barbie press tour. She's got quite the wardrobe to pick from.  "
elle,dior,Robert Pattinson Looks Chic In Tweed Skirt at Dior's Paris Fashion Week Show,"On Friday, January 20, Robert Pattinson was one of the highlights at Dior's Homme fall/winter 2023-2024 show during Paris Fashion Week. The Batman actor was looking very chic in brown and gray, with a fuzzy fleece-texture zipper jacket over a turtleneck in the same shade.  Underneath, he wore a pleated, navy tweed skirt that revealed his knee-high black boots. His hair looked almost wet, with soft curls falling over his forehead. Pattinson has worked with Dior for almost ten years, and is a Dior fragrance ambassador, working with the fashion house as they relaunch Dior Homme Sport.  Pattinson has been in the entertainment industry for decades now, and has spoken openly about how there is a very restrictive standard for men's bodies in his field. He told ES Magazine in an interview published the day before the Dior show that these ideas about men's physicality can get to anyone, adding, ""Yeah, it's crazy. Even if you're just watching your calorie intake, it's extraordinarily addictive. And you don't quite realize how insidious it is until it's too late.""  It is particularly disturbing to him how this trend influences the perception of young boys about their bodies and their relationship to exercise and eating. The actor claimed, however, that he is comfortable with his own body image, but has ""tried every fad you can think of, everything except consistency.""  He continued, ""I once ate nothing but potatoes for two weeks, as a detox. Just boiled potatoes and Himalayan pink salt. Apparently, it's a cleanse...And I tried to do keto once. I was like, ‘Oh, there's a diet where you just eat charcuterie boards and cheese all the time?' But I didn't realize you can't have beer as it completely defeats the purpose.""  "
